
======================================================================================
----------------------------------------------------------------------------
	簇个数:	 200
--------------------------------------
	簇ID:	 计数

165,1,||,6268.0,4200.0,5000.0,7800.0,4800.0,3600.0,3400.0,4000.0,3800.0,3200.0,5200.0,5000.0
166,7,||,1428.857142857143,1319.7142857142858,1593.4285714285713,1501.5714285714287,1184.0,929.1428571428571,882.7142857142857,910.0,933.5714285714286,793.1428571428571,952.1428571428571,1121.4285714285713
167,63,||,313.95238095238096,84.01587301587301,631.936507936508,370.4761904761905,392.92063492063494,253.74603174603175,242.36507936507937,263.57142857142856,258.77777777777777,223.68253968253967,303.0,238.93650793650792
168,1,||,2791.0,2121.0,6631.0,2331.0,253.0,4370.0,2675.0,3775.0,3625.0,2355.0,2442.0,2244.0
169,2,||,26.0,3.0,5.0,8.5,63.5,26.5,28.5,21.5,26.5,1852.0,357.5,108.0
170,1,||,12719.0,10398.0,11334.0,10645.0,10020.0,8030.0,7285.0,9282.0,11103.0,7338.0,11431.0,11195.0
171,4,||,500.75,253.25,185.5,295.25,309.75,497.0,1072.25,1525.75,2536.75,3210.0,2168.5,1233.0
172,2,||,2593.0,2695.0,2471.5,3024.5,2934.5,3090.5,3148.5,3966.5,3994.5,2659.5,2770.5,2738.5
173,3,||,1179.0,1219.0,515.0,1993.6666666666667,1026.6666666666667,694.0,570.6666666666666,765.6666666666666,520.3333333333334,629.6666666666666,982.6666666666666,2111.0
174,877,||,132.32618510158014,116.17494356659142,109.72460496613995,107.94920993227991,100.2765237020316,76.7686230248307,67.38374717832957,69.30248306997743,66.35327313769751,63.582392776523704,69.62641083521444,69.65575620767494
